ECG,EMG,foot GSR,hand GSR,HR,RESP
-0.044,-0.0016,3.859,26.629,13.0,11.916
-0.044,-0.0016,3.859,26.629,13.0,11.892
-0.042,-0.0096,3.891,26.662,13.0,11.862
-0.027,-0.0005,3.906,26.667,13.0,11.86
0.007,-0.0068,3.919,26.672,13.0,11.864
0.02,0.0094,3.931,26.668,13.0,11.884
-0.033,-0.0185,3.942,26.656,13.0,11.876
-0.024,-0.0074,3.954,26.628,13.0,11.882
-0.029,-0.0088,3.964,26.599,13.0,11.908
-0.044,-0.0055,3.972,26.559,13.0,11.952
-0.06,-0.0144,3.989,26.461,13.0,11.93
-0.437,-0.0065,3.996,26.414,13.0,11.916
-0.01,-0.0055,4.001,26.378,13.0,11.872
0.006,-0.0014,4.006,26.368,13.0,11.816
0.0,-0.0006,4.011,26.339,13.0,11.774
-0.043,-0.0146,4.015,26.301,13.0,11.748
-0.022,-0.0013,4.021,26.263,13.0,11.732
-0.021,-0.011,4.026,26.232,13.0,11.732
-0.027,-0.0078,4.03,26.204,13.0,11.71
-0.04,-0.0067,4.032,26.164,13.0,11.69
-0.043,-0.0062,4.031,26.126,13.0,11.694
-0.433,-0.0011,4.032,26.084,13.0,11.684
-0.001,-0.0013,4.032,26.021,13.0,11.644
0.01,-0.0085,4.03,25.96,13.0,11.632
-0.004,-0.0049,4.027,25.899,13.0,11.598
-0.046,-0.0073,4.012,25.737,93.0,11.598
-0.058,-0.0002,4.008,25.677,93.0,11.598
-0.073,-0.0049,4.003,25.612,93.0,11.582
-0.35,0.0088,3.997,25.541,93.0,11.596
-0.171,-0.0025,3.991,25.468,93.0,11.596
-0.017,-0.0043,3.983,25.395,93.0,11.576
-0.019,-0.0035,3.975,25.324,100.0,11.568
-0.066,-0.0074,3.966,25.256,100.0,11.55
-0.041,-0.0094,3.947,25.135,100.0,11.542
-0.025,0.0006,3.94,25.073,100.0,11.538
-0.031,-0.001,3.934,25.013,100.0,11.542
-0.005,-0.0073,3.927,24.955,100.0,11.542
-0.497,0.0025,3.921,24.894,100.0,11.574
0.054,-0.0038,3.915,24.829,100.0,11.616
0.081,-0.001,3.909,24.763,100.0,11.666
0.08,-0.0066,3.901,24.703,100.0,11.716
0.02,-0.0179,3.895,24.649,100.0,11.726
0.024,-0.0064,3.888,24.594,100.0,11.71
0.031,-0.011,3.882,24.536,100.0,11.706
0.037,-0.0038,3.874,24.482,100.0,11.706
0.021,0.0082,3.868,24.447,100.0,11.738
0.034,0.0023,3.862,24.42,100.0,11.766
-0.398,-0.0077,3.853,24.393,100.0,11.814
0.09,0.0012,3.842,24.367,100.0,11.874
0.104,-0.0057,3.833,24.341,100.0,11.926
0.076,-0.0046,3.823,24.305,100.0,11.936
0.047,-0.0116,3.815,24.27,100.0,11.948
0.051,-0.0049,3.808,24.235,100.0,11.986
0.056,-0.0039,3.801,24.196,100.0,11.998
0.053,-0.0105,3.795,24.164,100.0,12.02
0.046,-0.0058,3.786,24.139,100.0,12.054
0.064,0.0,3.78,24.116,100.0,12.094
-0.368,-0.0051,3.775,24.102,100.0,12.128
0.103,-0.0129,3.768,24.091,90.0,12.148
0.111,0.0034,3.762,24.08,90.0,12.198
0.097,-0.0005,3.756,24.07,90.0,12.22
0.053,-0.0143,3.752,24.068,90.0,12.276
0.061,-0.0008,3.749,24.076,90.0,12.34
0.058,-0.0102,3.746,24.088,90.0,12.43
0.048,-0.0087,3.745,24.097,90.0,12.516
0.043,-0.0052,3.744,24.099,90.0,12.584
0.035,-0.0085,3.745,24.091,90.0,12.64
-0.273,0.0018,3.744,24.078,90.0,12.682
-0.022,-0.0104,3.745,24.065,88.0,12.702
0.098,-0.0068,3.747,24.035,88.0,12.728
0.05,-0.0024,3.749,24.021,88.0,12.748
0.059,-0.0158,3.749,24.007,88.0,12.758
0.058,-0.0033,3.75,23.99,88.0,12.694
0.044,-0.0046,3.75,23.974,88.0,12.604
0.038,-0.0047,3.75,23.955,88.0,12.512
0.032,-0.0005,3.749,23.935,88.0,12.408
0.001,-0.002,3.749,23.915,88.0,12.414
-0.27,-0.0034,3.75,23.893,88.0,12.414
0.112,-0.0125,3.751,23.883,90.0,12.35
0.076,0.0012,3.747,23.864,90.0,12.27
0.063,-0.0122,3.744,23.853,90.0,12.17
0.071,-0.0027,3.74,23.838,90.0,12.068
0.067,0.0,3.739,23.821,90.0,11.958
0.064,-0.0064,3.739,23.805,90.0,11.892
0.051,-0.0073,3.737,23.789,90.0,11.904
0.072,-0.0073,3.736,23.773,90.0,11.864
-0.351,-0.0039,3.734,23.752,90.0,11.788
0.117,-0.0026,3.732,23.728,90.0,11.744
0.125,-0.0011,3.731,23.712,90.0,11.706
0.119,-0.0014,3.729,23.693,90.0,11.69
0.067,-0.0152,3.725,23.674,90.0,11.634
0.074,-0.0037,3.722,23.658,90.0,11.598
0.059,-0.0048,3.717,23.639,90.0,11.616
0.057,-0.013,3.715,23.621,90.0,11.63
0.052,-0.0003,3.713,23.595,90.0,11.586
0.048,0.0006,3.708,23.569,90.0,11.53
-0.318,-0.0128,3.707,23.548,90.0,11.498
0.093,-0.0027,3.703,23.534,90.0,11.476
0.107,-0.0052,3.699,23.513,90.0,11.422
0.103,0.003,3.695,23.493,90.0,11.356
0.062,-0.0134,3.692,23.47,90.0,11.388
0.065,-0.007,3.688,23.456,90.0,11.396
0.055,-0.0065,3.683,23.449,90.0,11.354
0.05,-0.0069,3.678,23.438,90.0,11.336
0.046,-0.0033,3.674,23.423,90.0,11.374
0.038,0.0019,3.67,23.408,90.0,11.4
-0.275,-0.0024,3.665,23.398,90.0,11.398
0.001,-0.005,3.661,23.384,90.0,11.38
0.098,-0.007,3.655,23.366,90.0,11.376
0.104,-0.0032,3.651,23.349,90.0,11.374
0.075,-0.0023,3.648,23.339,90.0,11.372
0.093,-0.0135,3.644,23.325,90.0,11.356
0.1,-0.0071,3.64,23.312,90.0,11.364
0.078,-0.0038,3.634,23.282,90.0,11.358
0.051,-0.0018,3.63,23.263,90.0,11.35
-0.297,-0.0033,3.626,23.249,90.0,11.402
0.042,0.0006,3.622,23.232,93.0,11.406
0.129,-0.0009,3.62,23.211,93.0,11.366
0.142,-0.0034,3.617,23.191,93.0,11.332
0.096,-0.0068,3.617,23.181,93.0,11.298
0.091,-0.0072,3.615,23.172,93.0,11.274
0.081,-0.0073,3.607,23.145,93.0,11.256
0.074,-0.0032,3.605,23.135,93.0,11.246
0.067,-0.0047,3.602,23.134,93.0,11.256
-0.182,0.0045,3.598,23.14,93.0,11.31
-0.06,-0.0124,3.596,23.151,91.0,11.376
0.111,-0.004,3.593,23.185,91.0,11.4
0.117,-0.0024,3.591,23.202,91.0,11.368
0.066,-0.0091,3.588,23.202,91.0,11.334
0.071,-0.0138,3.587,23.193,91.0,11.318
0.061,-0.007,3.585,23.183,91.0,11.328
0.043,-0.0089,3.582,23.176,91.0,11.34
0.04,-0.0029,3.577,23.171,91.0,11.358
0.035,-0.0006,3.573,23.175,91.0,11.388
-0.299,0.0,3.57,23.181,91.0,11.38
0.021,0.0013,3.566,23.182,94.0,11.39
0.096,-0.0061,3.563,23.183,94.0,11.412
0.102,-0.0008,3.56,23.179,94.0,11.418
0.063,-0.0014,3.557,23.176,94.0,11.424
0.068,-0.0159,3.552,23.182,94.0,11.432
0.053,-0.008,3.55,23.187,94.0,11.43
0.056,-0.0048,3.546,23.183,94.0,11.42
0.043,-0.0027,3.545,23.167,94.0,11.402
0.059,-0.0047,3.541,23.143,94.0,11.4
-0.335,-0.0094,3.541,23.123,94.0,11.406
0.122,0.0001,3.538,23.103,90.0,11.428
0.124,-0.0038,3.535,23.084,90.0,11.428
0.1,-0.0012,3.529,23.049,90.0,11.412
0.073,-0.0116,3.526,23.037,90.0,11.368
0.061,0.0035,3.524,23.023,90.0,11.312
0.039,-0.0011,3.52,23.007,90.0,11.296
0.057,-0.0104,3.516,22.986,90.0,11.32
0.047,-0.0006,3.513,22.971,90.0,11.384
-0.248,-0.0004,3.51,22.967,90.0,11.462
0.0,-0.0176,3.51,22.966,90.0,11.538
0.111,0.0064,3.505,22.934,90.0,11.86
0.052,-0.0091,3.501,22.914,90.0,11.962
0.061,0.0128,3.498,22.901,90.0,12.076
0.067,-0.0058,3.494,22.892,90.0,12.194
0.049,-0.0046,3.493,22.889,90.0,12.312
0.04,-0.0062,3.49,22.887,90.0,12.392
0.042,-0.0124,3.488,22.883,121.0,12.44
0.061,0.0,3.485,22.879,121.0,12.494
-0.325,0.0001,3.483,22.876,121.0,12.578
0.084,-0.0106,3.481,22.871,121.0,12.68
0.092,-0.0116,3.478,22.863,121.0,12.788
0.065,-0.0055,3.478,22.852,121.0,12.862
0.056,-0.0063,3.476,22.844,121.0,12.906
0.073,-0.0133,3.474,22.84,87.0,12.924
0.051,-0.0059,3.47,22.833,87.0,12.954
0.043,-0.0027,3.466,22.819,87.0,12.994
0.067,0.0013,3.463,22.78,87.0,13.156
0.067,0.0013,3.463,22.78,87.0,13.176
-0.379,-0.0054,3.456,22.753,87.0,13.218
0.079,-0.0021,3.453,22.745,87.0,13.248
0.042,-0.0138,3.45,22.74,87.0,13.254
0.062,-0.0104,3.448,22.728,94.0,13.232
0.049,-0.0011,3.446,22.715,94.0,13.174
0.043,-0.0067,3.443,22.703,94.0,13.112
0.044,-0.0041,3.439,22.675,94.0,13.058
0.044,-0.0041,3.439,22.675,94.0,13.008
-0.354,-0.008,3.436,22.659,94.0,12.968
0.116,-0.0006,3.434,22.65,94.0,12.95
0.129,-0.0021,3.433,22.64,94.0,12.948
0.08,-0.0098,3.431,22.633,94.0,12.936
0.067,-0.0096,3.431,22.626,94.0,12.926
0.069,-0.0012,3.428,22.621,94.0,12.902
0.059,-0.0037,3.427,22.616,94.0,12.8
0.052,-0.0049,3.426,22.609,94.0,12.77
0.052,-0.0018,3.423,22.6,94.0,12.736
0.06,-0.002,3.419,22.596,88.0,12.71
-0.397,-0.0093,3.417,22.592,88.0,12.67
0.107,-0.0003,3.414,22.587,88.0,12.612
0.127,0.0024,3.413,22.577,88.0,12.536
0.119,-0.0008,3.411,22.572,88.0,12.48
0.066,-0.0101,3.408,22.573,88.0,12.406
0.074,-0.0091,3.406,22.571,88.0,12.328
0.069,-0.0124,3.403,22.562,88.0,12.26
0.056,-0.0053,3.401,22.552,88.0,12.198
0.051,-0.0116,0.0,22.541,88.0,12.14
0.049,0.0026,3.397,22.529,88.0,12.07
0.047,-0.0003,3.396,22.519,88.0,11.98
-0.366,-0.0011,3.393,22.51,88.0,11.908
0.071,-0.0001,3.391,22.497,88.0,11.882
0.12,-0.0049,3.388,22.486,88.0,11.862
0.121,-0.0032,3.387,22.472,88.0,11.86
0.057,-0.0104,3.382,22.454,88.0,11.832
0.057,-0.0104,3.382,22.454,88.0,11.752
0.057,0.0009,3.379,22.439,88.0,11.678
0.043,-0.0073,3.378,22.43,88.0,11.654
0.041,0.0009,3.376,22.423,88.0,11.644
0.022,-0.0025,3.377,22.414,88.0,11.63
-0.127,-0.0013,3.376,22.402,88.0,11.584
-0.204,-0.0152,3.376,22.39,88.0,11.544
0.073,-0.0025,3.373,22.383,88.0,11.538
0.078,-0.001,3.371,22.375,88.0,11.534
0.036,-0.0002,3.368,22.363,88.0,11.528
0.046,-0.0043,3.366,22.358,106.0,11.51
0.035,-0.0051,3.366,22.35,106.0,11.478
0.027,-0.0102,3.363,22.342,106.0,11.462
0.029,-0.0093,3.362,22.333,106.0,11.464
0.018,-0.0037,3.361,22.327,106.0,11.468
-0.332,0.002,3.36,22.325,106.0,11.474
0.0,-0.0045,3.359,22.325,106.0,11.484
0.082,-0.0013,3.356,22.322,106.0,11.488
0.087,0.0009,3.355,22.32,106.0,11.502
0.038,-0.007,3.352,22.316,106.0,11.522
0.034,-0.015,3.351,22.316,85.0,11.542
0.036,-0.0055,3.351,22.312,85.0,11.538
0.031,-0.0066,3.349,22.306,85.0,11.508
0.025,-0.0059,3.346,22.3,85.0,11.496
0.02,-0.0067,3.344,22.292,85.0,11.486
0.017,-0.0024,3.342,22.282,85.0,11.5
-0.375,-0.0102,3.34,22.272,85.0,11.522
0.061,-0.007,3.339,22.262,85.0,11.54
0.08,0.0008,3.336,22.252,85.0,11.568
0.081,-0.0031,3.336,22.241,85.0,11.578
0.027,-0.0055,3.334,22.234,85.0,11.588
0.028,-0.0086,3.331,22.232,86.0,11.59
0.034,-0.0035,3.329,22.229,86.0,11.59
0.018,-0.0102,3.326,22.223,86.0,11.604
0.021,-0.0064,3.326,22.217,86.0,11.632
0.018,-0.0028,3.326,22.217,86.0,11.644
-0.102,0.0008,3.322,22.215,86.0,11.666
0.08,-0.0017,3.321,22.21,86.0,11.682
0.078,-0.0086,3.319,22.204,86.0,11.66
0.034,-0.0003,3.316,22.202,86.0,11.616
0.041,-0.0123,3.316,22.2,89.0,11.528
0.039,-0.0042,3.316,22.202,89.0,11.534
0.03,-0.0094,3.311,22.198,89.0,11.562
0.035,-0.0031,3.311,22.198,89.0,11.544
0.033,-0.0003,3.307,22.181,89.0,11.52
-0.365,-0.0056,3.306,22.174,89.0,11.506
0.09,-0.0004,3.306,22.166,89.0,11.5
0.103,0.0009,3.304,22.157,89.0,11.506
0.086,-0.0024,3.301,22.147,89.0,11.518
0.051,-0.0117,3.3,22.142,89.0,11.532
0.069,-0.0079,3.297,22.128,89.0,11.552
0.069,-0.0079,3.297,22.128,89.0,11.59
0.059,-0.0012,3.294,22.119,89.0,11.632
0.053,-0.0096,3.291,22.112,89.0,11.666
-0.301,-0.0013,3.291,22.102,89.0,11.688
0.053,-0.0078,3.291,22.092,89.0,11.704
0.117,-0.0064,3.29,22.086,89.0,11.706
0.118,-0.0035,3.287,22.082,89.0,11.72
0.065,0.0011,3.286,22.078,89.0,11.734
0.068,-0.0108,3.285,22.076,89.0,11.784
0.068,0.0028,3.284,22.07,89.0,11.86
0.059,-0.011,3.281,22.065,89.0,11.936
0.057,-0.004,3.281,22.06,89.0,12.004
0.047,0.0018,3.279,22.054,89.0,12.048
0.065,0.0016,3.279,22.047,89.0,12.098
-0.362,-0.0046,3.277,22.04,89.0,12.126
0.095,-0.0048,3.276,22.035,88.0,12.15
0.099,-0.0017,3.274,22.031,88.0,12.208
0.065,-0.0103,3.274,22.026,88.0,12.24
0.037,-0.0046,3.272,22.02,88.0,12.262
0.05,-0.0131,3.272,22.015,88.0,12.296
0.047,-0.0049,3.269,22.013,88.0,12.314
0.044,-0.0094,3.269,22.011,88.0,12.302
0.041,-0.0052,3.268,22.005,88.0,12.284
0.031,0.0041,3.267,21.998,88.0,12.264
-0.212,0.0039,3.264,21.998,88.0,12.228
-0.085,-0.0069,3.263,21.994,87.0,12.196
0.087,-0.002,3.262,21.987,87.0,12.16
0.094,-0.0051,3.262,21.975,87.0,12.128
0.04,0.0004,3.26,21.964,87.0,12.108
0.05,-0.009,3.258,21.961,87.0,12.092
0.04,-0.0029,3.257,21.957,87.0,12.084
0.044,-0.0044,3.257,21.95,87.0,12.092
0.038,-0.003,3.254,21.944,87.0,12.088
0.042,-0.0032,3.254,21.933,87.0,12.08
-0.366,-0.0033,3.252,21.927,87.0,12.07
0.055,-0.0067,3.252,21.922,87.0,12.054
0.108,-0.0052,3.249,21.912,87.0,12.01
0.061,-0.0076,3.248,21.912,87.0,11.964
0.057,-0.0138,3.247,21.914,87.0,11.938
0.064,-0.004,3.245,21.914,87.0,11.928
0.055,-0.0097,3.243,21.91,87.0,11.916
0.048,0.0006,3.244,21.902,87.0,11.91
0.051,-0.0029,3.242,21.893,87.0,11.91
0.035,-0.0055,3.242,21.882,87.0,11.914
0.063,0.0025,3.24,21.876,87.0,11.918
-0.357,-0.0062,3.238,21.875,87.0,11.916
0.101,-0.005,3.237,21.872,87.0,11.926
0.116,-0.0031,3.234,21.866,87.0,11.888
0.091,-0.0058,3.232,21.862,87.0,11.854
0.064,-0.0153,3.232,21.855,87.0,11.818
0.07,-0.0033,3.232,21.848,87.0,11.792
0.063,-0.0067,3.229,21.846,87.0,11.778
0.052,-0.0029,3.228,21.841,87.0,11.766
0.047,-0.0004,3.227,21.835,87.0,11.762
0.051,-0.0038,3.227,21.828,87.0,11.754
0.039,-0.0089,3.225,21.817,87.0,11.728
-0.19,0.0006,3.223,21.81,87.0,11.666
-0.087,-0.0125,3.219,21.807,79.0,11.616
0.045,-0.0104,3.218,21.804,79.0,11.572
0.049,-0.0065,3.217,21.804,79.0,11.578
0.047,-0.0102,3.217,21.801,79.0,11.612
0.042,-0.0018,3.217,21.794,79.0,11.604
0.035,-0.0043,3.214,21.79,79.0,11.574
0.034,-0.0027,3.213,21.789,79.0,11.438
0.032,-0.0077,3.212,21.787,79.0,11.438
0.033,-0.0037,3.209,21.78,79.0,11.456
0.067,-0.008,3.208,21.779,79.0,11.46
0.094,0.0014,3.207,21.77,79.0,11.446
0.083,-0.0016,3.207,21.763,79.0,11.424
0.034,-0.0096,3.205,21.757,79.0,11.444
0.065,-0.0035,3.202,21.758,76.0,11.45
0.063,-0.0104,3.202,21.741,76.0,11.45
0.063,-0.0104,3.202,21.741,76.0,11.46
0.064,0.0003,3.198,21.72,76.0,11.452
0.06,-0.0079,3.197,21.718,76.0,11.432
-0.32,-0.0127,3.195,21.719,76.0,11.442
0.091,-0.0061,3.194,21.717,111.0,11.454
0.145,-0.0004,3.194,21.715,111.0,11.486
0.156,0.0078,3.192,21.703,111.0,11.496
0.087,-0.0044,3.192,21.687,111.0,11.434
0.086,-0.0096,3.189,21.676,111.0,11.364
0.069,-0.0007,3.188,21.671,111.0,11.356
0.052,-0.005,3.187,21.666,111.0,11.384
0.056,-0.0052,3.187,21.657,111.0,11.396
0.049,-0.0102,3.187,21.648,111.0,11.43
0.043,-0.0002,3.186,21.647,111.0,11.472
-0.322,-0.0016,3.183,21.647,111.0,11.5
0.021,-0.0072,3.182,21.646,83.0,11.53
0.093,-0.0015,3.182,21.642,83.0,11.556
0.095,-0.0021,3.181,21.634,83.0,11.576
0.045,-0.0024,3.18,21.631,83.0,11.626
0.044,-0.0065,3.178,21.628,83.0,11.694
0.039,-0.0052,3.177,21.624,83.0,11.732
0.035,-0.0061,3.177,21.619,83.0,11.756
0.035,-0.0089,3.176,21.616,83.0,11.784
0.036,-0.0015,3.173,21.611,83.0,11.808
0.021,-0.0076,3.173,21.604,83.0,11.836
-0.046,-0.0034,3.172,21.599,83.0,11.86
-0.29,-0.0072,3.171,21.591,83.0,11.86
0.075,-0.0069,3.17,21.582,83.0,11.85
0.094,0.0006,3.168,21.575,83.0,11.844
0.047,-0.0031,3.167,21.569,83.0,11.854
0.025,-0.0135,3.167,21.568,85.0,11.842
0.031,-0.0095,3.167,21.568,85.0,11.814
0.03,-0.0064,3.165,21.568,85.0,11.774
0.03,0.0001,3.165,21.566,85.0,11.756
0.033,-0.006,3.162,21.563,85.0,11.772
0.025,-0.002,3.162,21.56,85.0,11.77
0.052,-0.0013,3.16,21.558,85.0,11.792
-0.361,-0.0013,3.158,21.55,85.0,11.8
0.071,0.0029,3.157,21.54,85.0,11.76
0.032,-0.0062,3.157,21.53,85.0,11.72
0.012,-0.0195,3.156,21.526,104.0,11.706
0.022,-0.0112,3.155,21.524,104.0,11.674
0.019,-0.0094,3.153,21.524,104.0,11.632
0.017,0.0,3.152,21.515,104.0,11.594
0.017,0.0,3.152,21.515,104.0,11.578
0.002,0.0016,3.15,21.508,104.0,11.556
-0.126,-0.0063,3.15,21.502,104.0,11.538
0.078,0.0004,3.147,21.501,104.0,11.512
0.085,-0.0023,3.147,21.498,104.0,11.498
0.046,-0.0042,3.146,21.501,104.0,11.502
0.054,-0.017,3.145,21.504,104.0,11.53
0.06,-0.005,3.142,21.505,104.0,11.56
0.055,-0.0033,3.142,21.499,104.0,11.594
0.041,-0.0137,3.14,21.482,104.0,11.638
0.015,-0.0084,3.14,21.477,104.0,11.656
-0.238,0.0043,3.138,21.472,86.0,11.628
-0.116,-0.009,3.137,21.467,86.0,11.562
0.072,-0.0041,3.136,21.464,86.0,11.496
0.081,0.0091,3.135,21.457,86.0,11.446
0.031,-0.0145,3.135,21.449,86.0,11.394
0.017,-0.0114,3.133,21.446,66.0,11.372
0.016,-0.0105,3.133,21.447,66.0,11.368
0.017,-0.0041,3.132,21.446,66.0,11.342
0.021,-0.0049,3.132,21.447,66.0,11.336
0.032,-0.0031,3.13,21.444,66.0,11.358
0.019,-0.005,3.128,21.44,66.0,11.372
-0.03,0.0075,3.13,21.431,66.0,11.406
-0.285,-0.0061,3.13,21.423,66.0,11.486
0.075,0.0017,3.127,21.416,66.0,11.574
0.067,-0.0035,3.127,21.416,66.0,11.628
0.028,-0.0017,3.125,21.417,66.0,11.642
0.015,-0.0134,3.123,21.416,66.0,11.6
0.03,-0.0099,3.122,21.415,66.0,11.556
0.018,-0.0075,3.122,21.42,66.0,11.496
0.021,-0.0179,3.122,21.417,66.0,11.434
0.017,-0.0036,3.122,21.408,66.0,11.406
0.006,0.0022,3.121,21.395,66.0,11.358
-0.039,0.002,3.12,21.386,66.0,11.354
-0.302,-0.0055,3.117,21.382,66.0,11.372
0.059,-0.005,3.117,21.38,66.0,11.396
0.059,-0.003,0.0,21.377,66.0,11.42
0.018,-0.0065,3.116,21.376,66.0,11.454
0.022,-0.0138,3.113,21.376,66.0,11.496
0.043,-0.0095,3.113,21.375,66.0,11.54
0.033,-0.0011,3.112,21.37,66.0,11.578
0.033,-0.0006,3.112,21.366,66.0,11.616
0.037,-0.0003,3.11,21.366,66.0,11.656
0.046,-0.0025,3.107,21.359,66.0,11.652
0.046,-0.0025,3.107,21.359,66.0,11.618
-0.388,-0.008,3.107,21.343,66.0,11.572
0.104,-0.0047,3.106,21.338,66.0,11.542
0.096,0.0042,3.105,21.338,66.0,0.0
0.047,-0.0084,3.105,21.344,66.0,0.0
0.058,-0.0062,3.102,21.344,66.0,11.53
0.052,-0.0065,3.102,21.336,66.0,11.584
0.048,-0.0088,3.101,21.332,66.0,11.628
0.046,-0.0144,3.098,21.326,66.0,11.666
0.052,0.0007,3.097,21.319,66.0,11.688
-0.267,0.0037,3.097,21.317,66.0,11.706
0.104,-0.0138,3.097,21.314,40.0,11.712
0.209,-0.0013,3.095,21.311,40.0,11.728
0.222,-0.0019,3.094,21.308,40.0,11.756
0.179,-0.0044,3.093,21.303,40.0,11.776
0.172,-0.0126,3.093,21.298,40.0,11.786
0.159,-0.0086,3.093,21.289,40.0,11.796
0.127,-0.0052,3.091,21.283,40.0,11.776
0.11,-0.0022,3.09,21.278,40.0,11.712
0.096,-0.0011,3.09,21.273,40.0,11.672
0.072,-0.0031,3.089,21.271,40.0,11.63
0.086,0.0024,3.088,21.27,40.0,11.608
-0.339,-0.0051,3.088,21.267,40.0,11.604
0.116,-0.0032,3.088,21.266,40.0,11.604
0.115,-0.0042,3.088,21.26,40.0,11.608
0.081,0.0019,3.085,21.253,40.0,11.6
0.045,-0.0134,3.084,21.25,40.0,11.59
0.068,-0.0046,3.084,21.246,40.0,11.59
0.063,-0.0054,3.083,21.237,40.0,11.552
0.054,-0.004,3.083,21.231,40.0,11.538
0.058,-0.0041,3.083,21.23,40.0,11.508
0.051,-0.0052,3.08,21.23,40.0,11.44
0.062,-0.0049,3.08,21.231,40.0,11.408
-0.335,-0.0064,3.08,21.23,40.0,11.418
0.099,0.0002,3.079,21.228,46.0,11.388
0.106,-0.006,3.078,21.226,46.0,11.344
0.077,0.0,3.078,21.226,46.0,11.374
0.027,-0.0101,3.076,21.227,46.0,11.384
0.048,-0.0133,3.075,21.231,46.0,11.376
0.049,-0.004,3.075,21.225,46.0,11.356
0.044,-0.0061,3.075,21.219,46.0,11.336
0.042,-0.0105,3.075,21.216,46.0,11.376
0.038,-0.0089,3.073,21.214,46.0,11.42
0.053,-0.0053,3.07,21.203,46.0,11.284
0.099,-0.0002,3.07,21.193,46.0,11.308
0.088,0.0078,3.069,21.182,46.0,11.246
0.057,-0.0135,3.068,21.176,46.0,11.272
0.05,-0.0134,3.068,21.166,46.0,11.328
0.05,-0.0075,3.068,21.158,46.0,11.31
0.045,-0.0082,3.065,21.156,46.0,11.258
0.04,-0.0041,3.063,21.164,46.0,11.254
0.035,-0.0018,3.063,21.155,46.0,11.236
-0.246,-0.002,3.063,21.149,46.0,11.188
-0.05,-0.0061,3.063,21.143,46.0,11.174
0.084,-0.0088,3.063,21.141,46.0,11.184
0.082,-0.0029,3.06,21.138,46.0,11.276
0.032,0.0002,3.06,21.133,46.0,11.264
0.042,-0.0184,3.06,21.13,46.0,11.276
0.047,-0.006,3.058,21.128,46.0,11.264
0.041,-0.0012,3.058,21.128,46.0,11.17
0.038,-0.0088,3.058,21.126,46.0,11.148
0.039,-0.0196,3.055,21.121,46.0,11.158
0.019,-0.0092,3.055,21.114,46.0,11.19
-0.294,0.0,3.055,21.106,145.0,11.214
-0.01,-0.0065,3.053,21.102,145.0,11.21
0.079,0.0007,3.053,21.099,145.0,11.21
0.08,0.007,3.051,21.094,145.0,11.214
0.026,-0.0054,3.05,21.092,145.0,11.24
0.045,-0.0139,3.05,21.087,195.0,11.254
0.054,-0.0044,3.049,21.082,195.0,11.266
0.047,-0.0049,3.049,21.078,195.0,11.296
0.043,-0.0012,3.048,21.074,195.0,11.32
0.044,-0.0031,3.048,21.072,195.0,11.32
0.04,-0.0036,3.048,21.064,195.0,11.314
-0.313,0.0044,3.045,21.059,195.0,11.332
0.016,-0.0079,3.045,21.054,195.0,11.364
0.104,-0.0005,3.043,21.052,195.0,11.388
0.119,-0.0029,0.0,0.0,195.0,11.424
0.055,-0.0141,3.043,21.037,195.0,11.438
0.053,-0.0149,3.043,21.033,195.0,11.444
0.054,-0.0057,3.04,21.033,195.0,11.462
0.045,-0.0014,3.039,21.03,195.0,11.476
0.041,-0.0042,3.039,21.024,195.0,11.476
0.048,-0.0013,3.038,21.017,195.0,11.438
0.033,-0.0099,3.038,21.016,195.0,11.424
-0.281,0.0028,3.038,21.013,195.0,11.388
0.002,-0.0073,3.035,21.001,195.0,11.372
0.096,0.002,3.035,20.996,195.0,11.394
0.036,-0.0047,3.034,20.997,195.0,11.428
0.043,-0.0116,3.033,20.996,195.0,11.444
0.043,-0.0062,3.033,20.99,195.0,11.442
0.037,-0.0096,3.033,20.989,195.0,11.394
0.028,-0.0056,3.033,20.994,195.0,11.374
0.029,-0.0016,3.033,20.995,195.0,11.332
0.016,-0.0028,3.03,20.992,195.0,11.31
-0.394,-0.0067,3.028,20.991,195.0,11.284
0.064,-0.0052,3.028,20.987,195.0,11.236
0.071,-0.0013,3.028,20.978,195.0,11.232
0.039,-0.004,3.028,20.972,195.0,11.254
0.004,-0.0065,3.026,20.969,195.0,11.288
0.022,-0.0079,3.023,20.953,107.0,11.25
0.022,-0.0079,3.023,20.953,107.0,11.276
0.013,-0.0089,3.023,20.946,107.0,11.28
0.01,-0.0088,3.023,20.949,107.0,11.266
0.016,-0.0034,3.021,20.947,107.0,11.298
-0.37,0.0008,3.02,20.941,107.0,11.29
0.067,-0.0002,3.019,20.935,107.0,11.276
0.077,-0.003,3.018,20.93,107.0,11.25
0.02,-0.0078,3.018,20.924,107.0,11.214
0.02,-0.0078,3.018,20.924,82.0,11.21
0.041,-0.0101,3.018,20.918,82.0,11.256
0.026,-0.0026,3.015,20.917,82.0,11.39
0.022,-0.0036,3.014,20.915,82.0,11.374
0.029,-0.0048,3.013,20.918,82.0,11.39
0.018,-0.0041,3.013,20.919,82.0,11.374
0.048,-0.0038,3.013,20.915,82.0,11.168
-0.398,-0.0085,3.013,20.909,82.0,11.17
0.077,-0.0014,3.01,20.904,82.0,11.168
0.086,-0.0043,3.008,20.899,82.0,11.076
0.024,-0.0146,3.008,20.898,82.0,11.058
0.037,-0.0102,3.008,20.894,79.0,11.1
